product_id,name,price
51,Forno a microonde,85.62
87,Set di pentole antiaderenti,20.89
42,tazza,71.68
35,forno,74.03
74,Abbigliamento sportivo,59.94
46,letto,192.89
26,microfono,6.71
10,occhiali,25.77
65,Piumino,195.29
26,microfono,6.71
32,trapano,184.23
8,giocattolo,164.21
22,stampante,16.67
86,Olio di oliva extra vergine,1.41
85,Ombrello pieghevole,34.38
4,libro,94.98
50,Stampante laser,192.34
61,Borsa da viaggio,184.47
94,Valigia rigida,111.65
59,Smart TV 4K,133.85
53,Macchina da caffè,13.44
35,forno,74.03
15,automobile,27.85
4,libro,94.98
1,palla,153.46
16,tablet,38.04
36,cuffie,102.43
17,console,54.92
13,maglia,159.38
8,giocattolo,164.21
76,Letto a baldacchino,16.05
21,bicicletta,64.26
21,bicicletta,64.26
90,Kit per il trucco,142.18
82,Portatile,51.34
8,giocattolo,164.21
12,collana,108.69
84,Pantaloni in jeans,148.12
21,bicicletta,64.26
44,sedia,128.47
54,Tablet Android,22.77
30,radiatore,38.31
44,sedia,128.47
59,Smart TV 4K,133.85
46,letto,192.89
59,Smart TV 4K,133.85
70,Libri per bambini,86.68
38,bicchiere,183.59
20,tappeto,144.36
9,televisore,189.85
56,Giocattoli per bambini,139.75
28,radio,58.1
54,Tablet Android,22.77
69,Scarpe da ginnastica,26.0
74,Abbigliamento sportivo,59.94
88,Set di posate in acciaio inox,165.51
1,palla,153.46
82,Portatile,51.34
32,trapano,184.23
80,Fornello a gas,104.06
59,Smart TV 4K,133.85
41,coltello,172.48
44,sedia,128.47
64,Videocamera HD,195.26
47,lampada,18.76
70,Libri per bambini,86.68
56,Giocattoli per bambini,139.75
49,Videogiochi,5.53
37,piatto,151.74
94,Valigia rigida,111.65
46,letto,192.89
59,Smart TV 4K,133.85
20,tappeto,144.36
45,divano,76.25
64,Videocamera HD,195.26
21,bicicletta,64.26
51,Forno a microonde,85.62
77,Lavatrice,51.36
85,Ombrello pieghevole,34.38
91,Cuscino memory foam,191.88
36,cuffie,102.43
36,cuffie,102.43
15,automobile,27.85
21,bicicletta,64.26
74,Abbigliamento sportivo,59.94
97,Smartwatch,44.1
45,divano,76.25
81,Pentola a pressione,127.63
47,lampada,18.76
61,Borsa da viaggio,184.47
66,Sedia da ufficio,144.03
62,Cuffie Bluetooth,101.36
35,forno,74.03
52,Aspirapolvere robot,176.72
14,pantaloni,58.35
31,ventola,59.49
53,Macchina da caffè,13.44
50,Stampante laser,192.34
54,Tablet Android,22.77
15,automobile,27.85
12,collana,108.69
53,Macchina da caffè,13.44
10,occhiali,25.77
28,radio,58.1
18,ocarina,51.37
60,Tostapane,48.14
63,Macchina per il fitness,69.59
83,Orologio da parete,47.52
39,cucchiaio,36.51
31,ventola,59.49
21,bicicletta,64.26
18,ocarina,51.37
11,bracciale,53.8
46,letto,192.89
51,Forno a microonde,85.62
1,palla,153.46
32,trapano,184.23
56,Giocattoli per bambini,139.75
28,radio,58.1
80,Fornello a gas,104.06
2,cellulare,88.67
76,Letto a baldacchino,16.05
21,bicicletta,64.26
6,scarpe,28.09
21,bicicletta,64.26
41,coltello,172.48
8,giocattolo,164.21
34,tostapane,21.55
83,Orologio da parete,47.52
51,Forno a microonde,85.62
46,letto,192.89
38,bicchiere,183.59
18,ocarina,51.37
56,Giocattoli per bambini,139.75
11,bracciale,53.8
94,Valigia rigida,111.65
54,Tablet Android,22.77
12,collana,108.69
5,orologio,167.94
59,Smart TV 4K,133.85
88,Set di posate in acciaio inox,165.51
79,Penna stilografica,54.4
5,orologio,167.94
8,giocattolo,164.21
20,tappeto,144.36
66,Sedia da ufficio,144.03
19,frullatore,178.2
83,Orologio da parete,47.52
74,Abbigliamento sportivo,59.94
64,Videocamera HD,195.26
63,Macchina per il fitness,69.59
81,Pentola a pressione,127.63
33,frigorifero,70.02
3,computer,150.54
23,ventilatore,60.09
88,Set di posate in acciaio inox,165.51
81,Pentola a pressione,127.63
38,bicchiere,183.59
45,divano,76.25
18,ocarina,51.37
30,radiatore,38.31
47,lampada,18.76
15,automobile,27.85
17,console,54.92
63,Macchina per il fitness,69.59
26,microfono,6.71
11,bracciale,53.8
28,radio,58.1
37,piatto,151.74
60,Tostapane,48.14
2,cellulare,88.67
94,Valigia rigida,111.65
4,libro,94.98
39,cucchiaio,36.51
10,occhiali,25.77
43,tavolo,96.54
34,tostapane,21.55
62,Cuffie Bluetooth,101.36
69,Scarpe da ginnastica,26.0
67,Bicicletta da corsa,7.68
41,coltello,172.48
50,Stampante laser,192.34
60,Tostapane,48.14
4,libro,94.98
82,Portatile,51.34
4,libro,94.98
20,tappeto,144.36
78,Tappeto persiano,170.19
1,palla,153.46
8,giocattolo,164.21
29,macchina fotografica,45.89
76,Letto a baldacchino,16.05
11,bracciale,53.8
48,Auricolari wireless,51.13
78,Tappeto persiano,170.19
3,computer,150.54
4,libro,94.98
19,frullatore,178.2
94,Valigia rigida,111.65
33,frigorifero,70.02
85,Ombrello pieghevole,34.38
61,Borsa da viaggio,184.47
5,orologio,167.94
29,macchina fotografica,45.89
11,bracciale,53.8
64,Videocamera HD,195.26
85,Ombrello pieghevole,34.38
76,Letto a baldacchino,16.05
92,Pantofole da casa,108.96
91,Cuscino memory foam,191.88
1,palla,153.46
38,bicchiere,183.59
44,sedia,128.47
92,Pantofole da casa,108.96
7,borsa,138.96
88,Set di posate in acciaio inox,165.51
57,Frigorifero doppia porta,111.0
86,Olio di oliva extra vergine,1.41
7,borsa,138.96
85,Ombrello pieghevole,34.38
72,Macchina fotografica digitale,114.99
16,tablet,38.04
19,frullatore,178.2
68,Orologio da polso,140.49
16,tablet,38.04
3,computer,150.54
87,Set di pentole antiaderenti,20.89
50,Stampante laser,192.34
12,collana,108.69
11,bracciale,53.8
5,orologio,167.94
42,tazza,71.68
58,Telefono cellulare,198.63
5,orologio,167.94
32,trapano,184.23
25,telecamera,191.07
9,televisore,189.85
49,Videogiochi,5.53
23,ventilatore,60.09
94,Valigia rigida,111.65
75,Altoparlante Bluetooth,95.17
10,occhiali,25.77
74,Abbigliamento sportivo,59.94
69,Scarpe da ginnastica,26.0
30,radiatore,38.31
81,Pentola a pressione,127.63
62,Cuffie Bluetooth,101.36
32,trapano,184.23
16,tablet,38.04
31,ventola,59.49
36,cuffie,102.43
85,Ombrello pieghevole,34.38
36,cuffie,102.43
97,Smartwatch,44.1
73,Tavolo da pranzo,184.99
54,Tablet Android,22.77
72,Macchina fotografica digitale,114.99
32,trapano,184.23
22,stampante,16.67
85,Ombrello pieghevole,34.38
25,telecamera,191.07
48,Auricolari wireless,51.13
40,forchetta,10.2
7,borsa,138.96
79,Penna stilografica,54.4
81,Pentola a pressione,127.63
14,pantaloni,58.35
56,Giocattoli per bambini,139.75
86,Olio di oliva extra vergine,1.41
78,Tappeto persiano,170.19
65,Piumino,195.29
29,macchina fotografica,45.89
24,occhiali da sole,34.37
34,tostapane,21.55
50,Stampante laser,192.34
28,radio,58.1
80,Fornello a gas,104.06
11,bracciale,53.8
19,frullatore,178.2
29,macchina fotografica,45.89
12,collana,108.69
92,Pantofole da casa,108.96
84,Pantaloni in jeans,148.12
75,Altoparlante Bluetooth,95.17
64,Videocamera HD,195.26
18,ocarina,51.37
52,Aspirapolvere robot,176.72
84,Pantaloni in jeans,148.12
93,Videoproiettore HD,20.92
94,Valigia rigida,111.65
43,tavolo,96.54
59,Smart TV 4K,133.85
12,collana,108.69
9,televisore,189.85
75,Altoparlante Bluetooth,95.17
55,Monitor PC,56.1
55,Monitor PC,56.1
48,Auricolari wireless,51.13
39,cucchiaio,36.51
2,cellulare,88.67
13,maglia,159.38
10,occhiali,25.77
97,Smartwatch,44.1
51,Forno a microonde,85.62
6,scarpe,28.09
24,occhiali da sole,34.37
47,lampada,18.76
82,Portatile,51.34
9,televisore,189.85
27,altoparlante,169.69
28,radio,58.1
64,Videocamera HD,195.26
14,pantaloni,58.35
77,Lavatrice,51.36
81,Pentola a pressione,127.63
80,Fornello a gas,104.06
97,Smartwatch,44.1
73,Tavolo da pranzo,184.99
1,palla,153.46
45,divano,76.25
49,Videogiochi,5.53
83,Orologio da parete,47.52
14,pantaloni,58.35
61,Borsa da viaggio,184.47
42,tazza,71.68
65,Piumino,195.29
64,Videocamera HD,195.26
4,libro,94.98
20,tappeto,144.36
4,libro,94.98
59,Smart TV 4K,133.85
34,tostapane,21.55
80,Fornello a gas,104.06
72,Macchina fotografica digitale,114.99
97,Smartwatch,44.1
95,Lavastoviglie,92.05
35,forno,74.03
18,ocarina,51.37
5,orologio,167.94
61,Borsa da viaggio,184.47
88,Set di posate in acciaio inox,165.51
64,Videocamera HD,195.26
93,Videoproiettore HD,20.92
46,letto,192.89
42,tazza,71.68
38,bicchiere,183.59
32,trapano,184.23
1,palla,153.46
42,tazza,71.68
17,console,54.92
15,automobile,27.85
84,Pantaloni in jeans,148.12
91,Cuscino memory foam,191.88
38,bicchiere,183.59
36,cuffie,102.43
38,bicchiere,183.59
68,Orologio da polso,140.49
75,Altoparlante Bluetooth,95.17
41,coltello,172.48
58,Telefono cellulare,198.63
4,libro,94.98
71,Telefono cordless,38.92
1,palla,153.46
46,letto,192.89
29,macchina fotografica,45.89
69,Scarpe da ginnastica,26.0
41,coltello,172.48
18,ocarina,51.37
85,Ombrello pieghevole,34.38
19,frullatore,178.2
27,altoparlante,169.69
92,Pantofole da casa,108.96
76,Letto a baldacchino,16.05
92,Pantofole da casa,108.96
26,microfono,6.71
3,computer,150.54
23,ventilatore,60.09
18,ocarina,51.37
74,Abbigliamento sportivo,59.94
13,maglia,159.38
67,Bicicletta da corsa,7.68
78,Tappeto persiano,170.19
38,bicchiere,183.59
92,Pantofole da casa,108.96
8,giocattolo,164.21
6,scarpe,28.09
38,bicchiere,183.59
23,ventilatore,60.09
87,Set di pentole antiaderenti,20.89
42,tazza,71.68
42,tazza,71.68
15,automobile,27.85
73,Tavolo da pranzo,184.99
10,occhiali,25.77
6,scarpe,28.09
47,lampada,18.76
11,bracciale,53.8
8,giocattolo,164.21
48,Auricolari wireless,51.13
22,stampante,16.67
53,Macchina da caffè,13.44
89,Tavolo da gioco,101.82
97,Smartwatch,44.1
15,automobile,27.85
88,Set di posate in acciaio inox,165.51
81,Pentola a pressione,127.63
94,Valigia rigida,111.65
33,frigorifero,70.02
25,telecamera,191.07
76,Letto a baldacchino,16.05
86,Olio di oliva extra vergine,1.41
83,Orologio da parete,47.52
36,cuffie,102.43
1,palla,153.46
94,Valigia rigida,111.65
81,Pentola a pressione,127.63
62,Cuffie Bluetooth,101.36
72,Macchina fotografica digitale,114.99
2,cellulare,88.67
67,Bicicletta da corsa,7.68
22,stampante,16.67
78,Tappeto persiano,170.19
20,tappeto,144.36
59,Smart TV 4K,133.85
91,Cuscino memory foam,191.88
83,Orologio da parete,47.52
18,ocarina,51.37
73,Tavolo da pranzo,184.99
14,pantaloni,58.35
82,Portatile,51.34
32,trapano,184.23
89,Tavolo da gioco,101.82
72,Macchina fotografica digitale,114.99
82,Portatile,51.34
20,tappeto,144.36
11,bracciale,53.8
48,Auricolari wireless,51.13
3,computer,150.54
89,Tavolo da gioco,101.82
59,Smart TV 4K,133.85
79,Penna stilografica,54.4
58,Telefono cellulare,198.63
96,Vino rosso pregiato,43.09
40,forchetta,10.2
35,forno,74.03
47,lampada,18.76
16,tablet,38.04
48,Auricolari wireless,51.13
81,Pentola a pressione,127.63
87,Set di pentole antiaderenti,20.89
22,stampante,16.67
14,pantaloni,58.35
61,Borsa da viaggio,184.47
60,Tostapane,48.14
36,cuffie,102.43
82,Portatile,51.34
45,divano,76.25
24,occhiali da sole,34.37
71,Telefono cordless,38.92
28,radio,58.1
48,Auricolari wireless,51.13
90,Kit per il trucco,142.18
34,tostapane,21.55
83,Orologio da parete,47.52
47,lampada,18.76
76,Letto a baldacchino,16.05
76,Letto a baldacchino,16.05
58,Telefono cellulare,198.63
60,Tostapane,48.14
81,Pentola a pressione,127.63
88,Set di posate in acciaio inox,165.51
86,Olio di oliva extra vergine,1.41
56,Giocattoli per bambini,139.75
85,Ombrello pieghevole,34.38
4,libro,94.98
90,Kit per il trucco,142.18
36,cuffie,102.43
97,Smartwatch,44.1
35,forno,74.03
57,Frigorifero doppia porta,111.0
65,Piumino,195.29
52,Aspirapolvere robot,176.72
12,collana,108.69
73,Tavolo da pranzo,184.99
85,Ombrello pieghevole,34.38
51,Forno a microonde,85.62
87,Set di pentole antiaderenti,20.89
5,orologio,167.94
45,divano,76.25
62,Cuffie Bluetooth,101.36
88,Set di posate in acciaio inox,165.51
96,Vino rosso pregiato,43.09
83,Orologio da parete,47.52
69,Scarpe da ginnastica,26.0
87,Set di pentole antiaderenti,20.89
57,Frigorifero doppia porta,111.0
53,Macchina da caffè,13.44
56,Giocattoli per bambini,139.75
86,Olio di oliva extra vergine,1.41
10,occhiali,25.77
44,sedia,128.47
28,radio,58.1
97,Smartwatch,44.1
4,libro,94.98
54,Tablet Android,22.77
34,tostapane,21.55
8,giocattolo,164.21
44,sedia,128.47
64,Videocamera HD,195.26
42,tazza,71.68
8,giocattolo,164.21
93,Videoproiettore HD,20.92
37,piatto,151.74
75,Altoparlante Bluetooth,95.17
25,telecamera,191.07
73,Tavolo da pranzo,184.99
10,occhiali,25.77
93,Videoproiettore HD,20.92
65,Piumino,195.29
64,Videocamera HD,195.26
96,Vino rosso pregiato,43.09
33,frigorifero,70.02
79,Penna stilografica,54.4
11,bracciale,53.8
35,forno,74.03
47,lampada,18.76
95,Lavastoviglie,92.05
2,cellulare,88.67
91,Cuscino memory foam,191.88
84,Pantaloni in jeans,148.12
13,maglia,159.38
69,Scarpe da ginnastica,26.0
66,Sedia da ufficio,144.03
9,televisore,189.85
42,tazza,71.68
91,Cuscino memory foam,191.88
80,Fornello a gas,104.06
55,Monitor PC,56.1
58,Telefono cellulare,198.63
2,cellulare,88.67
90,Kit per il trucco,142.18
1,palla,153.46
57,Frigorifero doppia porta,111.0
73,Tavolo da pranzo,184.99
22,stampante,16.67
87,Set di pentole antiaderenti,20.89
65,Piumino,195.29
39,cucchiaio,36.51
67,Bicicletta da corsa,7.68
36,cuffie,102.43
80,Fornello a gas,104.06
29,macchina fotografica,45.89
61,Borsa da viaggio,184.47
10,occhiali,25.77
46,letto,192.89
89,Tavolo da gioco,101.82
43,tavolo,96.54
64,Videocamera HD,195.26
6,scarpe,28.09
8,giocattolo,164.21
11,bracciale,53.8
30,radiatore,38.31
36,cuffie,102.43
28,radio,58.1
12,collana,108.69
48,Auricolari wireless,51.13
64,Videocamera HD,195.26
56,Giocattoli per bambini,139.75
95,Lavastoviglie,92.05
83,Orologio da parete,47.52
70,Libri per bambini,86.68
87,Set di pentole antiaderenti,20.89
56,Giocattoli per bambini,139.75
43,tavolo,96.54
76,Letto a baldacchino,16.05
53,Macchina da caffè,13.44
24,occhiali da sole,34.37
8,giocattolo,164.21
6,scarpe,28.09
60,Tostapane,48.14
32,trapano,184.23
79,Penna stilografica,54.4
81,Pentola a pressione,127.63
23,ventilatore,60.09
29,macchina fotografica,45.89
53,Macchina da caffè,13.44
32,trapano,184.23
83,Orologio da parete,47.52
63,Macchina per il fitness,69.59
21,bicicletta,64.26
12,collana,108.69
3,computer,150.54
39,cucchiaio,36.51
56,Giocattoli per bambini,139.75
29,macchina fotografica,45.89
25,telecamera,191.07
80,Fornello a gas,104.06
40,forchetta,10.2
92,Pantofole da casa,108.96
20,tappeto,144.36
61,Borsa da viaggio,184.47
8,giocattolo,164.21
74,Abbigliamento sportivo,59.94
54,Tablet Android,22.77
70,Libri per bambini,86.68
59,Smart TV 4K,133.85
76,Letto a baldacchino,16.05
21,bicicletta,64.26
17,console,54.92
20,tappeto,144.36
49,Videogiochi,5.53
43,tavolo,96.54
79,Penna stilografica,54.4
72,Macchina fotografica digitale,114.99
23,ventilatore,60.09
95,Lavastoviglie,92.05
37,piatto,151.74
84,Pantaloni in jeans,148.12
57,Frigorifero doppia porta,111.0
76,Letto a baldacchino,16.05
89,Tavolo da gioco,101.82
5,orologio,167.94
45,divano,76.25
91,Cuscino memory foam,191.88
63,Macchina per il fitness,69.59
85,Ombrello pieghevole,34.38
12,collana,108.69
55,Monitor PC,56.1
52,Aspirapolvere robot,176.72
2,cellulare,88.67
57,Frigorifero doppia porta,111.0
12,collana,108.69
86,Olio di oliva extra vergine,1.41
13,maglia,159.38
17,console,54.92
51,Forno a microonde,85.62
83,Orologio da parete,47.52
14,pantaloni,58.35
33,frigorifero,70.02
48,Auricolari wireless,51.13
53,Macchina da caffè,13.44
68,Orologio da polso,140.49
80,Fornello a gas,104.06
73,Tavolo da pranzo,184.99
35,forno,74.03
32,trapano,184.23
31,ventola,59.49
30,radiatore,38.31
47,lampada,18.76
93,Videoproiettore HD,20.92
7,borsa,138.96
86,Olio di oliva extra vergine,1.41
80,Fornello a gas,104.06
70,Libri per bambini,86.68
20,tappeto,144.36
95,Lavastoviglie,92.05
10,occhiali,25.77
92,Pantofole da casa,108.96
44,sedia,128.47
30,radiatore,38.31
38,bicchiere,183.59
8,giocattolo,164.21
88,Set di posate in acciaio inox,165.51
42,tazza,71.68
90,Kit per il trucco,142.18
14,pantaloni,58.35
56,Giocattoli per bambini,139.75
51,Forno a microonde,85.62
15,automobile,27.85
23,ventilatore,60.09
40,forchetta,10.2
7,borsa,138.96
52,Aspirapolvere robot,176.72
67,Bicicletta da corsa,7.68
75,Altoparlante Bluetooth,95.17
4,libro,94.98
59,Smart TV 4K,133.85
78,Tappeto persiano,170.19
94,Valigia rigida,111.65
67,Bicicletta da corsa,7.68
71,Telefono cordless,38.92
86,Olio di oliva extra vergine,1.41
97,Smartwatch,44.1
34,tostapane,21.55
49,Videogiochi,5.53
79,Penna stilografica,54.4
81,Pentola a pressione,127.63
58,Telefono cellulare,198.63
56,Giocattoli per bambini,139.75
61,Borsa da viaggio,184.47
95,Lavastoviglie,92.05
81,Pentola a pressione,127.63
73,Tavolo da pranzo,184.99
16,tablet,38.04
61,Borsa da viaggio,184.47
47,lampada,18.76
14,pantaloni,58.35
45,divano,76.25
37,piatto,151.74
38,bicchiere,183.59
45,divano,76.25
96,Vino rosso pregiato,43.09
74,Abbigliamento sportivo,59.94
44,sedia,128.47
34,tostapane,21.55
24,occhiali da sole,34.37
23,ventilatore,60.09
21,bicicletta,64.26
87,Set di pentole antiaderenti,20.89
49,Videogiochi,5.53
89,Tavolo da gioco,101.82
48,Auricolari wireless,51.13
79,Penna stilografica,54.4
10,occhiali,25.77
95,Lavastoviglie,92.05
96,Vino rosso pregiato,43.09
42,tazza,71.68
71,Telefono cordless,38.92
43,tavolo,96.54
64,Videocamera HD,195.26
10,occhiali,25.77
38,bicchiere,183.59
15,automobile,27.85
54,Tablet Android,22.77
11,bracciale,53.8
95,Lavastoviglie,92.05
75,Altoparlante Bluetooth,95.17
8,giocattolo,164.21
50,Stampante laser,192.34
45,divano,76.25
49,Videogiochi,5.53
72,Macchina fotografica digitale,114.99
46,letto,192.89
63,Macchina per il fitness,69.59
75,Altoparlante Bluetooth,95.17
72,Macchina fotografica digitale,114.99
70,Libri per bambini,86.68
6,scarpe,28.09
38,bicchiere,183.59
89,Tavolo da gioco,101.82
65,Piumino,195.29
75,Altoparlante Bluetooth,95.17
58,Telefono cellulare,198.63
48,Auricolari wireless,51.13
59,Smart TV 4K,133.85
82,Portatile,51.34
3,computer,150.54
50,Stampante laser,192.34
30,radiatore,38.31
21,bicicletta,64.26
56,Giocattoli per bambini,139.75
35,forno,74.03
73,Tavolo da pranzo,184.99
62,Cuffie Bluetooth,101.36
22,stampante,16.67
62,Cuffie Bluetooth,101.36
13,maglia,159.38
70,Libri per bambini,86.68
71,Telefono cordless,38.92
52,Aspirapolvere robot,176.72
84,Pantaloni in jeans,148.12
29,macchina fotografica,45.89
95,Lavastoviglie,92.05
74,Abbigliamento sportivo,59.94
16,tablet,38.04
7,borsa,138.96
89,Tavolo da gioco,101.82
13,maglia,159.38
78,Tappeto persiano,170.19
41,coltello,172.48
72,Macchina fotografica digitale,114.99
34,tostapane,21.55
69,Scarpe da ginnastica,26.0
78,Tappeto persiano,170.19
57,Frigorifero doppia porta,111.0
47,lampada,18.76
21,bicicletta,64.26
85,Ombrello pieghevole,34.38
15,automobile,27.85
22,stampante,16.67
35,forno,74.03
21,bicicletta,64.26
51,Forno a microonde,85.62
61,Borsa da viaggio,184.47
15,automobile,27.85
36,cuffie,102.43
5,orologio,167.94
69,Scarpe da ginnastica,26.0
5,orologio,167.94
69,Scarpe da ginnastica,26.0
39,cucchiaio,36.51
94,Valigia rigida,111.65
10,occhiali,25.77
63,Macchina per il fitness,69.59
70,Libri per bambini,86.68
68,Orologio da polso,140.49
68,Orologio da polso,140.49
60,Tostapane,48.14
14,pantaloni,58.35
59,Smart TV 4K,133.85
56,Giocattoli per bambini,139.75
42,tazza,71.68
9,televisore,189.85
97,Smartwatch,44.1
38,bicchiere,183.59
12,collana,108.69
87,Set di pentole antiaderenti,20.89
90,Kit per il trucco,142.18
83,Orologio da parete,47.52
33,frigorifero,70.02
21,bicicletta,64.26
49,Videogiochi,5.53
8,giocattolo,164.21
94,Valigia rigida,111.65
85,Ombrello pieghevole,34.38
88,Set di posate in acciaio inox,165.51
44,sedia,128.47
42,tazza,71.68
59,Smart TV 4K,133.85
41,coltello,172.48
13,maglia,159.38
66,Sedia da ufficio,144.03
10,occhiali,25.77
92,Pantofole da casa,108.96
55,Monitor PC,56.1
44,sedia,128.47
87,Set di pentole antiaderenti,20.89
79,Penna stilografica,54.4
36,cuffie,102.43
71,Telefono cordless,38.92
50,Stampante laser,192.34
38,bicchiere,183.59
41,coltello,172.48
75,Altoparlante Bluetooth,95.17
51,Forno a microonde,85.62
30,radiatore,38.31
9,televisore,189.85
76,Letto a baldacchino,16.05
89,Tavolo da gioco,101.82
44,sedia,128.47
6,scarpe,28.09
25,telecamera,191.07
97,Smartwatch,44.1
72,Macchina fotografica digitale,114.99
89,Tavolo da gioco,101.82
73,Tavolo da pranzo,184.99
20,tappeto,144.36
50,Stampante laser,192.34
72,Macchina fotografica digitale,114.99
46,letto,192.89
41,coltello,172.48
16,tablet,38.04
37,piatto,151.74
15,automobile,27.85
83,Orologio da parete,47.52
52,Aspirapolvere robot,176.72
29,macchina fotografica,45.89
80,Fornello a gas,104.06
31,ventola,59.49
77,Lavatrice,51.36
92,Pantofole da casa,108.96
86,Olio di oliva extra vergine,1.41
41,coltello,172.48
84,Pantaloni in jeans,148.12
75,Altoparlante Bluetooth,95.17
9,televisore,189.85
80,Fornello a gas,104.06
41,coltello,172.48
58,Telefono cellulare,198.63
70,Libri per bambini,86.68
2,cellulare,88.67
87,Set di pentole antiaderenti,20.89
37,piatto,151.74
66,Sedia da ufficio,144.03
52,Aspirapolvere robot,176.72
21,bicicletta,64.26
77,Lavatrice,51.36
34,tostapane,21.55
8,giocattolo,164.21
27,altoparlante,169.69
33,frigorifero,70.02
12,collana,108.69
46,letto,192.89
83,Orologio da parete,47.52
91,Cuscino memory foam,191.88
67,Bicicletta da corsa,7.68
97,Smartwatch,44.1
51,Forno a microonde,85.62
54,Tablet Android,22.77
60,Tostapane,48.14
19,frullatore,178.2
67,Bicicletta da corsa,7.68
4,libro,94.98
21,bicicletta,64.26
90,Kit per il trucco,142.18
94,Valigia rigida,111.65
37,piatto,151.74
17,console,54.92
38,bicchiere,183.59
33,frigorifero,70.02
14,pantaloni,58.35
29,macchina fotografica,45.89
97,Smartwatch,44.1
80,Fornello a gas,104.06
44,sedia,128.47
54,Tablet Android,22.77
5,orologio,167.94
49,Videogiochi,5.53
75,Altoparlante Bluetooth,95.17
20,tappeto,144.36
69,Scarpe da ginnastica,26.0
92,Pantofole da casa,108.96
33,frigorifero,70.02
40,forchetta,10.2
65,Piumino,195.29
87,Set di pentole antiaderenti,20.89
11,bracciale,53.8
27,altoparlante,169.69
92,Pantofole da casa,108.96
55,Monitor PC,56.1
12,collana,108.69
63,Macchina per il fitness,69.59
95,Lavastoviglie,92.05
13,maglia,159.38
11,bracciale,53.8
1,palla,153.46
27,altoparlante,169.69
95,Lavastoviglie,92.05
58,Telefono cellulare,198.63
85,Ombrello pieghevole,34.38
29,macchina fotografica,45.89
24,occhiali da sole,34.37
33,frigorifero,70.02
97,Smartwatch,44.1
82,Portatile,51.34
86,Olio di oliva extra vergine,1.41
34,tostapane,21.55
63,Macchina per il fitness,69.59
9,televisore,189.85
84,Pantaloni in jeans,148.12
88,Set di posate in acciaio inox,165.51
50,Stampante laser,192.34
6,scarpe,28.09
74,Abbigliamento sportivo,59.94
59,Smart TV 4K,133.85
7,borsa,138.96
72,Macchina fotografica digitale,114.99
25,telecamera,191.07
2,cellulare,88.67
41,coltello,172.48
37,piatto,151.74
16,tablet,38.04
12,collana,108.69
55,Monitor PC,56.1
7,borsa,138.96
15,automobile,27.85
65,Piumino,195.29
43,tavolo,96.54
72,Macchina fotografica digitale,114.99
28,radio,58.1
5,orologio,167.94
78,Tappeto persiano,170.19
10,occhiali,25.77
77,Lavatrice,51.36
71,Telefono cordless,38.92
64,Videocamera HD,195.26
53,Macchina da caffè,13.44
90,Kit per il trucco,142.18
38,bicchiere,183.59
8,giocattolo,164.21
35,forno,74.03
2,cellulare,88.67
71,Telefono cordless,38.92
78,Tappeto persiano,170.19
71,Telefono cordless,38.92
